ID,latitude,longitude,suburb,municipality
4658,-37.77224,144.98152,Brunswick East,City of Merri-bek
4659,-37.78661,144.92506,Flemington,City of Moonee Valley
4660,-37.81255,144.96268,Melbourne,City of Melbourne
4661,-37.60363,144.8009,Wildwood,City of Hume
4662,-37.79484,144.97999,Fitzroy,City of Yarra
4663,-37.85763,144.87006,Williamstown,City of Hobsons Bay
4664,-37.81828,144.9655,Melbourne,City of Melbourne
4665,-37.82294,144.96135,Southbank,City of Melbourne
4666,-37.81348,144.9377,Docklands,City of Melbourne
4667,-37.80512,144.95899,Melbourne,City of Melbourne
4668,-37.81873,144.95951,Melbourne,City of Melbourne
4669,-37.80557,144.95749,North Melbourne,City of Melbourne
4670,-37.80946,144.95837,Melbourne,City of Melbourne
4671,-37.74881,145.31988,Chirnside Park,Shire of Yarra Ranges
4672,-37.83597183,144.949234,South Melbourne,City of Port Phillip
4673,-37.79333,144.85885,Braybrook,City of Maribyrnong
4674,-37.92232,145.45599,Emerald,Shire of Cardinia
4675,-37.80682,144.96113,Melbourne,City of Melbourne
4676,-38.22411,145.31075,Warneet,City of Casey
4677,-37.54684,144.90629,Mickleham,City of Hume
4678,-37.7917,144.8572,Braybrook,City of Maribyrnong
4679,-37.79251,144.98036,Fitzroy North,City of Yarra
4680,-37.78067,145.29549,Croydon,City of Maroondah
4681,-37.9031,145.12569,Clayton,City of Monash
4682,-37.81254,144.98979,East Melbourne,City of Melbourne
4683,-37.81456,144.99188,Richmond,City of Yarra
4684,-37.81397,144.95316,Melbourne,City of Melbourne
4685,-37.85284,145.36446,Olinda,Shire of Yarra Ranges
4686,-37.85913449,144.9769444,St Kilda,City of Port Phillip
4687,-37.77982,144.9391,Parkville,City of Melbourne
4688,-37.78638,144.89513,Maribyrnong,City of Maribyrnong
4689,-38.07957,145.32897,Cranbourne North,City of Casey
4690,-37.807823,144.960571,Melbourne,City of Melbourne
4691,-37.81268,144.99006,East Melbourne,City of Melbourne
4692,-37.81396,144.98999,East Melbourne,City of Melbourne
4693,-38.08136,145.32862,Cranbourne North,City of Casey
4694,-37.82068,144.94141,Docklands,City of Melbourne
4695,-37.76613,144.89737,Maribyrnong,City of Maribyrnong
4696,-37.83715,144.99958,South Yarra,City of Stonnington
4697,-37.81021,144.87122,West Footscray,City of Maribyrnong
4698,-37.84991,144.99505,Prahran,City of Stonnington
4699,-37.87781,145.16599,Glen Waverley,City of Monash
4700,-37.82149,145.03367,Hawthorn,City of Boroondara
4701,-37.85655,145.36663,Olinda,Shire of Yarra Ranges
4702,-37.81755,144.95863,Melbourne,City of Melbourne
4703,-37.83565,144.8818,Newport,City of Hobsons Bay
4704,-37.82684,144.95683,Southbank,City of Melbourne
4705,-37.82973,144.94899,Southbank,City of Port Phillip
4706,-37.84727,144.97976,Melbourne,City of Melbourne
4707,-37.87898,145.16504,Glen Waverley,City of Monash
4708,-37.87801,145.1639,Glen Waverley,City of Monash
4709,-37.81757,144.95952,Melbourne,City of Melbourne
4710,-37.81694,144.98814,East Melbourne,City of Melbourne
4711,-37.8057,144.98503,Collingwood,City of Yarra
4712,-37.79912,144.971,Carlton,City of Melbourne
4713,-37.8224,144.96251,Southbank,City of Melbourne
4714,-37.75716,145.0015,Thornbury,City of Darebin
4715,-37.83715,144.99381,South Yarra,City of Stonnington
4716,-37.83715,144.99381,South Yarra,City of Stonnington
4717,-37.90133,144.75213,Point Cook,City of Wyndham
4718,-37.86374,145.00003,St Kilda East,City of Port Phillip
4719,-37.81987,144.94172,Docklands,City of Melbourne
4720,-37.8,144.96958,Carlton,City of Melbourne
4721,-37.79288,144.96737,Carlton,City of Melbourne
4722,-37.88388,145.22188,Wantirna South,City of Knox
4723,-37.85137,144.99098,Prahran,City of Stonnington
4724,-37.80136,144.96774,Carlton,City of Melbourne
4725,-37.62962,145.51701,Healesville,Shire of Yarra Ranges
4726,-37.81689,144.95782,Melbourne,City of Melbourne
4727,-37.82485,144.96671,Southbank,City of Melbourne
4728,-37.80149,144.97655,Fitzroy,City of Yarra
4729,-37.86336,144.8192,Altona,City of Hobsons Bay
4730,-37.83701,145.0124,Toorak,City of Stonnington
4731,-37.78079,144.99692,Northcote,City of Darebin
4732,-37.81798,145.05456,Hawthorn East,City of Boroondara
4733,-37.87357,145.04019,Malvern East,City of Stonnington
4734,-37.85058,145.07121,Glen Iris,City of Boroondara
4735,-37.80829,144.96085,Melbourne,City of Melbourne
4736,-38.15282,145.1158,Frankston,City of Frankston
4737,-37.89391,145.07799,Hughesdale,City of Monash
4738,-37.89071,145.08988,Oakleigh,City of Monash
4739,-37.81672,144.95367,Melbourne,City of Melbourne
4740,-37.88451,144.98829,Elwood,City of Port Phillip
4741,-37.85865,144.90022,Williamstown,City of Hobsons Bay
4742,-37.81099,144.96741,Melbourne,City of Melbourne
4743,-37.92386,144.9986,Brighton,City of Bayside
4744,-37.79701,144.94022,North Melbourne,City of Melbourne
4745,-37.84338,144.87175,Newport,City of Hobsons Bay
